trip_number,departure,arrival,target,number_people,company,flught_num
1407,Польша клх Таганрог ш. Геологов д. 5 358423,Польша с. Пинега пр. Светлый д. 586 стр. 2/9 878819,бизнес,23,РАО «Воробьева-Петрова»,1407
1408,Эритрея г. Воркута ш. Угловое д. 39 926299,Эритрея д. Инта наб. Малиновая д. 7 стр. 72 271450,лечение,32,РАО «Бобылева Бирюкова и Фомин»,1408
1409,Босния и Герцеговина с. Кабанск наб. Осипенко д. 94 к. 8 808229,Босния и Герцеговина д. Партизанск бул. Морозова д. 18 к. 5 310409,отдых,95,Панова и партнеры,1409
1410,Йемен п. Домбай ш. Прибрежное д. 5 к. 213 782960,Йемен с. Игнашино наб. 50 лет ВЛКСМ д. 2/6 к. 2/8 488655,лечение,69,НПО «Титов Шарапов и Панфилова»,1410
1411,Австралия г. Шарья пр. Котовского д. 97 к. 72 549589,Австралия п. Чайковский наб. Заречная д. 1/8 стр. 88 752468,бизнес,89,ОАО «Козлова»,1411
1412,Чили с. Юрюзань ул. Пожарского д. 846 847412,Чили г. Сладково ул. Гончарова д. 686 стр. 422 485040,посещение семьи/друзей,95,ЗАО «Колесникова-Абрамов»,1412
1413,США д. Калуга наб. Правды д. 20 стр. 4 755748,США п. Невинномысск бул. Производственный д. 1 стр. 529 732097,посещение семьи/друзей,12,ООО «Романова»,1413
1414,Монголия д. Калуга наб. Гагарина д. 29 729970,Монголия п. Жуковский алл. Отрадная д. 4/4 к. 55 423171,отдых,68,АО «Субботин Ершова»,1414
1415,Кот-д’Ивуар д. Енисейск ул. Проезжая д. 76 150421,Кот-д’Ивуар к. Шелагонцы ул. Гвардейская д. 2/3 к. 12 013301,учеба,17,Eurasia Drilling Company,1415
1416,Ирландия г. Алапаевск ул. Ворошилова д. 2 стр. 554 369669,Ирландия ст. Токсово ул. Советской Армии д. 182 стр. 6 707523,бизнес,46,РАО «Шестаков Сидорова»,1416
1417,Украина с. Шелагонцы ул. Весенняя д. 319 к. 3/1 851187,Украина к. Голицыно наб. Карбышева д. 4 к. 9/9 078642,посещение семьи/друзей,100,ЗАО «Харитонов Морозова и Беспалов»,1417
1418,Гвинея-Бисау д. Белорецк бул. Астраханский д. 347 627366,Гвинея-Бисау п. Губкинский пр. Степана Разина д. 2/5 стр. 9 304342,отдых,60,АО «Савельева»,1418
1419,Новая Зеландия п. Барнаул бул. Полевой д. 49 стр. 5/1 330245,Новая Зеландия клх Бронницы пр. Шоссейный д. 738 967769,шопинг,57,ОАО «Герасимов»,1419
1420,Судан п. Химки ул. Нагорная д. 887 287961,Судан п. Серов алл. Чехова д. 81 стр. 142 100233,посещение семьи/друзей,78,Ингосстрах,1420
1421,Алжир г. Аша алл. Правды д. 4 834027,Алжир с. Сосьва (Хант.) бул. Советской Армии д. 8/3 к. 5 791669,отдых,21,ИП «Селиверстов Красильникова и Дьячкова»,1421
1422,Нидерланды клх Тикси бул. Верхний д. 464 835285,Нидерланды п. Архангельск алл. Пирогова д. 3 к. 8 406927,отдых,95,Якушев Лтд,1422
1423,Бахрейн ст. Палана бул. Советской Армии д. 4 к. 9/1 312273,Бахрейн с. Новомичуринск ш. Малое д. 35 стр. 826 861828,шопинг,88,ЗАО «Дьячков Михеев»,1423
1424,КНДР клх Слюдянка ул. Карла Маркса д. 8/8 стр. 58 414315,КНДР г. Елатьма пер. Гвардейский д. 5/5 909286,отдых,2,ЗАО «Большакова»,1424
1425,Ямайка с. Устюжна бул. Ивановский д. 936 820012,Ямайка к. Мелеуз бул. Механизаторов д. 42 стр. 6 794815,лечение,57,Костин Инк,1425
1426,Нигерия п. Охотск алл. 8 Марта д. 5/8 к. 4/8 480633,Нигерия с. Дно ш. Курское д. 8 к. 993 471736,лечение,54,ООО «Соболева Рыбакова»,1426
1427,Таджикистан ст. Ковров пр. Плеханова д. 85 874640,Таджикистан д. Чулым пр. Студенческий д. 416 087687,бизнес,37,РАО «Коновалова Носков и Сазонов»,1427
1428,Тувалу к. Шумиха ул. Кошевого д. 116 стр. 227 437391,Тувалу п. Нижневартовск алл. Проточная д. 2/5 744692,бизнес,90,АО «Шилов Денисов»,1428
1429,Албания клх Карабудахкент ш. Тополиное д. 7/9 стр. 7 070035,Албания клх Рыльск наб. Трактовая д. 3 стр. 8 879361,учеба,33,Бирюков и партнеры,1429
1430,Афганистан клх Костомукша алл. Отрадная д. 5 к. 846 712359,Афганистан д. Приморско-Ахтарск ш. Гоголя д. 8 к. 3/7 096589,лечение,84,АО «Белякова Андреева и Калинина»,1430
1431,Венгрия ст. Кемерово бул. Набережный д. 91 стр. 557 862886,Венгрия д. Петухово бул. Лесный д. 49 к. 67 011022,бизнес,39,РАО «Устинова Федоров»,1431
1432,Иран с. Хужир бул. Заовражный д. 457 к. 476 027801,Иран п. Нижневартовск пр. Станционный д. 645 240319,посещение семьи/друзей,26,ИП «Кабанов»,1432
1433,Босния и Герцеговина с. Ростов бул. Запорожский д. 9/7 стр. 49 811698,Босния и Герцеговина к. Тутаев алл. Курчатова д. 3/6 к. 6 619791,отдых,43,НПО «Дроздова Суханова»,1433
1434,Руанда г. Черемхово ул. Терешковой д. 6 стр. 4/9 868141,Руанда ст. Йошкар-Ола алл. Журавлева д. 636 стр. 51 810602,шопинг,8,УГС,1434
1435,Аргентина д. Волхов пер. Высоковольтный д. 9 898200,Аргентина г. Елатьма ул. Стахановская д. 4 к. 9 972279,посещение семьи/друзей,93,Агросила Групп,1435
1436,Дания клх Дмитров бул. Светлый д. 87 стр. 4 511606,Дания г. Учалы пр. Аэродромный д. 83 291793,посещение семьи/друзей,61,НПО «Колобов Григорьева»,1436
1437,Маршалловы Острова ст. Рыбинск пер. Большевистский д. 77 стр. 2/9 240410,Маршалловы Острова п. Чусовой пер. Заовражный д. 375 стр. 5 434466,отдых,35,ЗАО «Киселев-Федосеев»,1437
1438,Федеративные Штаты Микронезии с. Иркутск пр. Большой д. 122 393695,Федеративные Штаты Микронезии г. Сладково пр. Краснофлотский д. 26 818009,посещение семьи/друзей,41,ООО «Захарова»,1438
1439,Южный Судан клх Верхотурье алл. Тургенева д. 9 397965,Южный Судан с. Верхоянск ул. Тихая д. 4/9 990906,шопинг,39,ООО «Исаева»,1439
1440,Бангладеш д. Онега алл. Покровская д. 9 884995,Бангладеш к. Юрьев-Польский пер. Ягодный д. 7 к. 4 805482,отдых,31,Ман Трак Энд Бас Рус (Volkswagen),1440
1441,Лесото п. Прохладный ш. Полярное д. 594 349142,Лесото п. Йошкар-Ола бул. Бажова д. 8 стр. 9/6 857195,бизнес,30,ЗАО «Александрова Некрасов»,1441
1442,Греция ст. Уренгой бул. Ленина д. 4/3 782996,Греция ст. Нарым наб. Брянская д. 673 429744,отдых,45,Ильин Лтд,1442
